파아, 79, 179
사다, 51, 168
나마, 64, 156
바하, 61, 182
하파, 67, 178
카타, 40, 165
타카, 94, 154
바나, 73, 199
마파, 90, 188
다나, 70, 144
사가, 93, 188
하파, 43, 170
하바, 45, 142
차다, 99, 198
자하, 77, 172
자자, 60, 188
카가, 65, 140
나나, 41, 142
다자, 85, 156
마바, 48, 195
파라, 62, 153
차타, 94, 158
자자, 98, 197
사하, 50, 190
카다, 95, 183
하타, 72, 192
파카, 80, 188
마다, 58, 163
파하, 87, 190
카바, 45, 183
파아, 69, 165
사하, 58, 179
다마, 47, 151
카카, 85, 193
파나, 69, 142
카파, 51, 171
하하, 93, 146
마차, 61, 198
가타, 78, 157
라하, 43, 140
다바, 46, 199
하라, 95, 143
사파, 55, 178
사차, 46, 143
카라, 64, 140
라파, 95, 169
바타, 62, 193
라자, 67, 187
아다, 48, 188
바마, 52, 160
나카, 73, 163
바마, 70, 141
사라, 57, 186
하가, 53, 178
자나, 90, 171
타사, 43, 171
나다, 66, 154
마라, 42, 169
가차, 99, 194
가파, 59, 145
자하, 44, 182
차타, 44, 194
다자, 64, 188
나차, 93, 153
사파, 77, 161
바자, 48, 168
타차, 49, 155
아라, 46, 182
아나, 99, 173
가라, 48, 157
카나, 43, 175
사라, 44, 158
나타, 99, 191
자카, 46, 161
파라, 75, 199
다차, 77, 177
카파, 71, 160
카하, 81, 156
차다, 92, 181
카라, 90, 172
자자, 60, 143
아가, 70, 184
아자, 66, 173
카나, 48, 149
마자, 84, 193
사아, 41, 184
바나, 78, 187
카다, 90, 147
아차, 42, 184
하사, 53, 186
하차, 59, 197
파자, 85, 188
바자, 65, 145
하가, 67, 180
차마, 95, 180
타바, 90, 141
마카, 62, 195
다타, 44, 143
나자, 63, 149
라카, 89, 160
자차, 97, 148
차차, 47, 169
사자, 48, 187
사사, 91, 166
바다, 64, 174
가나, 64, 187
나바, 57, 166
하사, 67, 198
파파, 66, 154
하가, 99, 161
사바, 82, 174
바마, 67, 143
아하, 95, 152
나하, 92, 147
나다, 52, 186
마라, 44, 174
아나, 57, 192
파마, 59, 195
아바, 73, 175
타라, 41, 158
바바, 91, 155
타카, 40, 141
라하, 58, 174
나자, 85, 189
마나, 63, 194
타나, 96, 167
타자, 95, 163
가카, 70, 148
차타, 73, 153
자다, 63, 148
바카, 46, 199
카자, 73, 159
사가, 43, 140
차카, 52, 189
다카, 61, 165
파마, 85, 178
차차, 93, 176
마아, 47, 188
자나, 93, 156
하가, 83, 199
라라, 48, 194
마가, 56, 165
사사, 86, 182
다나, 48, 179
하자, 74, 153
타차, 51, 147
아타, 56, 156
카바, 96, 170
사다, 57, 157
바사, 76, 153
카카, 82, 173
마하, 93, 161
다차, 43, 158
가사, 64, 166
사카, 49, 190
차바, 86, 189
다자, 46, 140
차라, 81, 186
아파, 98, 152
나하, 49, 152
나카, 84, 152
카마, 65, 169
파바, 69, 151
다라, 65, 180
하카, 57, 191
다아, 48, 151
타파, 94, 157
하나, 69, 182
하차, 49, 187
파사, 45, 155
하바, 61, 167
다자, 74, 163
아가, 87, 150
마라, 97, 179
사마, 65, 165
아차, 51, 149
사사, 79, 168
가파, 41, 162
아하, 54, 172
라하, 93, 144
하바, 93, 191
카하, 90, 189
파마, 91, 157
나카, 77, 183
차파, 97, 187
파카, 56, 183
파카, 91, 179
사차, 53, 167
하나, 72, 147
파다, 57, 170
사가, 68, 153
카파, 44, 174
자자, 74, 172
다하, 68, 144
차마, 41, 187
차마, 81, 155
차나, 61, 147
자파, 74, 164
나라, 84, 142
파파, 82, 158
사다, 84, 195
다하, 55, 198
마라, 88, 154
나바, 73, 163
자카, 68, 194
마나, 81, 152
아나, 41, 154
사사, 80, 169
아다, 93, 168
바차, 47, 151
바카, 86, 190
사사, 55, 158
카하, 42, 174
라사, 66, 172
카아, 44, 175
아나, 55, 189
자아, 99, 153
나파, 51, 175
하라, 43, 183
타나, 96, 193
마아, 62, 142
바타, 57, 182
파다, 70, 172
아가, 63, 159
나나, 58, 165
가사, 47, 167
다라, 89, 156
다라, 55, 161
나타, 90, 151
하타, 61, 195
나아, 56, 146
다차, 94, 143
라자, 63, 189
자자, 68, 186
다자, 58, 181
하다, 78, 169
자나, 72, 154
타타, 88, 175
카차, 50, 173
차아, 62, 194
자사, 63, 144
아나, 95, 149
차바, 78, 165
아사, 48, 196
가카, 53, 141
파타, 52, 141
차자, 77, 190
하사, 48, 148
라마, 41, 178
하마, 52, 165
아사, 69, 194
가나, 91, 183
라바, 45, 179
가카, 80, 161
하하, 62, 169
하타, 78, 181
라나, 77, 182
아파, 41, 165
차마, 81, 147
아마, 62, 185
가바, 65, 176
하사, 71, 152
라차, 76, 175
다라, 51, 175
자하, 80, 187
바라, 47, 188
아타, 86, 183
타사, 92, 140
차나, 60, 168
하마, 50, 145
자자, 73, 197
라라, 85, 159
마자, 92, 191
카자, 85, 192
다가, 53, 155
아가, 40, 183
나가, 89, 151
카하, 92, 145
마마, 44, 191
하라, 83, 167
카파, 64, 154
마나, 77, 153
타라, 64, 191
나하, 76, 171
나자, 57, 197
아카, 97, 161
자다, 49, 178
아파, 53, 160
자아, 63, 151
마가, 61, 171
나다, 94, 169
가라, 57, 168
파아, 50, 146
마마, 94, 158
차바, 68, 156
하타, 71, 194
다가, 81, 162
파가, 81, 193
사타, 55, 178
자가, 79, 196
차자, 40, 158
라타, 46, 165
파라, 60, 198
카카, 71, 166
타파, 42, 197
바파, 89, 156
타바, 99, 156
마자, 73, 150
파카, 43, 179
타아, 66, 152
아자, 53, 164
사자, 61, 149
파바, 92, 150
마차, 74, 166
자마, 88, 166
파타, 61, 166
자자, 42, 185
카라, 69, 144
다나, 94, 150
나카, 74, 147
차가, 58, 169
자하, 98, 181
